"country","continent","year","lifeExp","pop","gdpPercap"
"Tanzania","Africa",1962,44.246,10863958,722.0038073
"Tanzania","Africa",1967,45.757,12607312,848.2186575
"Thailand","Asia",1952,50.848,21289402,757.7974177
"Thailand","Asia",1957,53.63,25041917,793.5774148
"Thailand","Asia",1962,56.061,29263397,1002.199172
"Thailand","Asia",1967,58.285,34024249,1295.46066
"Togo","Africa",1952,38.596,1219113,859.8086567
"Togo","Africa",1957,41.208,1357445,925.9083202
"Togo","Africa",1962,43.922,1528098,1067.53481
"Togo","Africa",1967,46.769,1735550,1477.59676
"Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928
"Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934
"Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971
"Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472
"Tunisia","Africa",1952,44.6,3647735,1468.475631
"Tunisia","Africa",1957,47.1,3950849,1395.232468
"Tunisia","Africa",1962,49.579,4286552,1660.30321
"Tunisia","Africa",1967,52.053,4786986,1932.360167
"Turkey","Europe",1952,43.585,22235677,1969.10098
"Turkey","Europe",1957,48.079,25670939,2218.754257
"Turkey","Europe",1962,52.098,29788695,2322.869908
"Turkey","Europe",1967,54.336,33411317,2826.356387
"Uganda","Africa",1952,39.978,5824797,734.753484
"Uganda","Africa",1957,42.571,6675501,774.3710692
"Uganda","Africa",1962,45.344,7688797,767.2717398
"Uganda","Africa",1967,48.051,8900294,908.9185217
"United Kingdom","Europe",1952,69.18,50430000,9979.508487
"United Kingdom","Europe",1957,70.42,51430000,11283.17795
"United Kingdom","Europe",1962,70.76,53292000,12477.17707
"United Kingdom","Europe",1967,71.36,54959000,14142.85089
"United States","Americas",1952,68.44,157553000,13990.48208
"United States","Americas",1957,69.49,171984000,14847.12712
"United States","Americas",1962,70.21,186538000,16173.14586
"United States","Americas",1967,70.76,198712000,19530.36557
"Uruguay","Americas",1952,66.071,2252965,5716.766744
"Uruguay","Americas",1957,67.044,2424959,6150.772969
"Uruguay","Americas",1962,68.253,2598466,5603.357717
"Uruguay","Americas",1967,68.468,2748579,5444.61962
"Venezuela","Americas",1952,55.088,5439568,7689.799761
"Venezuela","Americas",1957,57.907,6702668,9802.466526
"Venezuela","Americas",1962,60.77,8143375,8422.974165
"Venezuela","Americas",1967,63.479,9709552,9541.474188
"Vietnam","Asia",1952,40.412,26246839,605.0664917
"Vietnam","Asia",1957,42.887,28998543,676.2854478
"Vietnam","Asia",1962,45.363,33796140,772.0491602
"Vietnam","Asia",1967,47.838,39463910,637.1232887
"West Bank and Gaza","Asia",1952,43.16,1030585,1515.592329
"West Bank and Gaza","Asia",1957,45.671,1070439,1827.067742
"West Bank and Gaza","Asia",1962,48.127,1133134,2198.956312
"West Bank and Gaza","Asia",1967,51.631,1142636,2649.715007
"Yemen, Rep.","Asia",1952,32.548,4963829,781.7175761
"Yemen, Rep.","Asia",1957,33.97,5498090,804.8304547
"Yemen, Rep.","Asia",1962,35.18,6120081,825.6232006
"Yemen, Rep.","Asia",1967,36.984,6740785,862.4421463
"Zambia","Africa",1952,42.038,2672000,1147.388831
"Zambia","Africa",1957,44.077,3016000,1311.956766
"Zambia","Africa",1962,46.023,3421000,1452.725766
"Zambia","Africa",1967,47.768,3900000,1777.077318
"Zimbabwe","Africa",1952,48.451,3080907,406.8841148
"Zimbabwe","Africa",1957,50.469,3646340,518.7642681
"Zimbabwe","Africa",1962,52.358,4277736,527.2721818
"Zimbabwe","Africa",1967,53.995,4995432,569.7950712
