"country","continent","year","lifeExp","pop","gdpPercap"
"Denmark","Europe",1982,74.63,5117810,21688.04048
"New Zealand","Oceania",1987,74.32,3317166,19007.19129
"Guinea","Africa",1982,42.891,4710497,857.2503577
"Poland","Europe",1977,70.67,34621254,9508.141454
"Finland","Europe",1957,67.49,4324000,7545.415386
"Reunion","Africa",1957,55.09,308700,2769.451844
"Central African Republic","Africa",1962,39.475,1523478,1193.068753
"Madagascar","Africa",1967,42.881,6334556,1634.047282
"Turkey","Europe",1977,59.507,42404033,4269.122326
"Venezuela","Americas",1967,63.479,9709552,9541.474188
"Canada","Americas",1992,77.95,28523502,26342.88426
"Bolivia","Americas",2007,65.554,9119152,3822.137084
"Djibouti","Africa",1962,39.693,89898,3020.989263
"Uganda","Africa",1977,50.35,11457758,843.7331372
"Sweden","Europe",1997,79.39,8897619,25266.59499
"Montenegro","Europe",1967,67.178,501035,5907.850937
"Peru","Americas",1997,68.386,24748122,5838.347657
"Jamaica","Americas",1957,62.61,1535090,4756.525781
"France","Europe",1957,68.93,44310863,8662.834898
"Korea, Rep.","Asia",1992,72.244,43805450,12104.27872
"New Zealand","Oceania",1952,69.39,1994794,10556.57566
"Congo, Rep.","Africa",1997,52.962,2800947,3484.164376
"Taiwan","Asia",2007,78.4,23174294,28718.27684
"Panama","Americas",1982,70.472,2036305,7009.601598
"Djibouti","Africa",1977,46.519,228694,3081.761022
"Montenegro","Europe",1957,61.448,442829,3682.259903
"Japan","Asia",1987,78.67,122091325,22375.94189
"Romania","Europe",1962,66.8,18680721,4734.997586
"Indonesia","Asia",2007,70.65,223547000,3540.651564
"Swaziland","Africa",2007,39.613,1133066,4513.480643
"Nigeria","Africa",2002,46.608,119901274,1615.286395
"France","Europe",1982,74.89,54433565,20293.89746
"Saudi Arabia","Asia",1982,63.012,11254672,33693.17525
"Myanmar","Asia",1962,45.108,23634436,388
"Costa Rica","Americas",1952,57.206,926317,2627.009471
"Thailand","Asia",1962,56.061,29263397,1002.199172
"Vietnam","Asia",1977,55.764,50533506,713.5371196
"Slovenia","Europe",1967,69.18,1646912,9405.489397
"Belgium","Europe",1962,70.25,9218400,10991.20676
"Ethiopia","Africa",2002,50.725,67946797,530.0535319
"Chad","Africa",2002,50.525,8835739,1156.18186
"Mauritius","Africa",1987,68.74,1042663,4783.586903
"Bahrain","Asia",1962,56.923,171863,12753.27514
"Bangladesh","Asia",1997,59.412,123315288,972.7700352
"Somalia","Africa",1977,41.974,4353666,1450.992513
"Mongolia","Asia",1967,51.253,1149500,1226.04113
"Sudan","Africa",1967,42.858,12716129,1687.997641
"Singapore","Asia",2007,79.972,4553009,47143.17964
"Turkey","Europe",1982,61.036,47328791,4241.356344
"Sweden","Europe",1952,71.86,7124673,8527.844662
"Malaysia","Asia",1997,71.938,20476091,10132.90964
"Colombia","Americas",1972,61.623,22542890,3264.660041
"Sweden","Europe",1982,76.42,8325260,20667.38125
"Iceland","Europe",1992,78.77,259012,25144.39201
"Gambia","Africa",1977,41.842,608274,884.7552507
"Mauritania","Africa",1972,48.437,1332786,1586.851781
"Netherlands","Europe",1992,77.42,15174244,26790.94961
"Ireland","Europe",1982,73.1,3480000,12618.32141
"Philippines","Asia",1987,64.151,60017788,2189.634995
"Malaysia","Asia",2002,73.044,22662365,10206.97794
"Djibouti","Africa",1972,44.366,178848,3694.212352
"Mozambique","Africa",1977,42.495,11127868,502.3197334
"Kuwait","Asia",1967,64.624,575003,80894.88326
"Cote d'Ivoire","Africa",2007,48.328,18013409,1544.750112
"Rwanda","Africa",1967,44.1,3451079,510.9637142
"Cambodia","Asia",1972,40.317,7450606,421.6240257
"Niger","Africa",1987,44.555,7332638,668.3000228
"Vietnam","Asia",1982,58.816,56142181,707.2357863
"Bolivia","Americas",1997,62.05,7693188,3326.143191
"Hungary","Europe",1962,67.96,10063000,7550.359877
"Belgium","Europe",1987,75.35,9870200,22525.56308
"Mozambique","Africa",1972,40.328,9809596,724.9178037
"Guinea-Bissau","Africa",1972,36.486,625361,820.2245876
"Switzerland","Europe",1952,69.62,4815000,14734.23275
"United States","Americas",1952,68.44,157553000,13990.48208
"Niger","Africa",1957,38.598,3692184,835.5234025
"Botswana","Africa",1982,61.484,970347,4551.14215
"New Zealand","Oceania",1982,73.84,3210650,17632.4104
"Djibouti","Africa",2002,53.373,447416,1908.260867
"Swaziland","Africa",1982,55.561,649901,3895.384018
"India","Asia",1987,58.553,7.88e+08,976.5126756
"Israel","Asia",2002,79.696,6029529,21905.59514
"Mauritania","Africa",1977,50.852,1456688,1497.492223
"Saudi Arabia","Asia",1962,45.914,4943029,11626.41975
"Australia","Oceania",2002,80.37,19546792,30687.75473
"Guinea","Africa",1992,48.576,6990574,794.3484384
"Serbia","Europe",1957,61.685,7271135,4981.090891
"Bosnia and Herzegovina","Europe",2002,74.09,4165416,6018.975239
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.551119
"Israel","Asia",1992,76.93,4936550,18051.52254
"Mexico","Americas",1982,67.405,71640904,9611.147541
"Togo","Africa",1967,46.769,1735550,1477.59676
"Italy","Europe",1957,67.81,49182000,6248.656232
"Panama","Americas",2002,74.712,2990875,7356.031934
"Congo, Dem. Rep.","Africa",1972,45.989,23007669,904.8960685
"Panama","Americas",1957,59.201,1063506,2961.800905
"Yemen, Rep.","Asia",1997,58.02,15826497,2117.484526
"Saudi Arabia","Asia",1987,66.295,14619745,21198.26136
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.076036
"Tanzania","Africa",1952,41.215,8322925,716.6500721
"El Salvador","Americas",2007,71.878,6939688,5728.353514
"Kenya","Africa",1987,59.339,21198082,1361.936856
"Liberia","Africa",1977,43.764,1703617,640.3224383
"Australia","Oceania",1957,70.33,9712569,10949.64959
"Malaysia","Asia",1977,65.256,12845381,3827.921571
"Czech Republic","Europe",2007,76.486,10228744,22833.30851
"Niger","Africa",1967,40.118,4534062,1054.384891
"Mauritania","Africa",1957,42.338,1076852,846.1202613
"Togo","Africa",1982,55.471,2644765,1344.577953
"Czech Republic","Europe",1977,70.71,10161915,14800.16062
"Bolivia","Americas",1972,46.714,4565872,2980.331339
"Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209
"Indonesia","Asia",1987,60.137,169276000,1748.356961
"Puerto Rico","Americas",1992,73.911,3585176,14641.58711
"Afghanistan","Asia",1977,38.438,14880372,786.11336
"Malaysia","Asia",2007,74.241,24821286,12451.6558
"Somalia","Africa",1987,44.501,6921858,1093.244963
"Myanmar","Asia",1987,58.339,38028578,385
"Burkina Faso","Africa",1987,49.557,7586551,912.0631417
"Poland","Europe",1982,71.32,36227381,8451.531004
"El Salvador","Americas",1977,56.696,4282586,5138.922374
"Cote d'Ivoire","Africa",1987,54.655,10761098,2156.956069
"Israel","Asia",1962,69.39,2310904,7105.630706
"Bahrain","Asia",1957,53.832,138655,11635.79945
"Cote d'Ivoire","Africa",1977,52.374,7459574,2517.736547
"Puerto Rico","Americas",1957,68.54,2260000,3907.156189
"Congo, Rep.","Africa",1962,48.435,1047924,2464.783157
"Bosnia and Herzegovina","Europe",1972,67.45,3819000,2860.16975
"United Kingdom","Europe",1987,75.007,56981620,21664.78767
"Switzerland","Europe",2007,81.701,7554661,37506.41907
"Colombia","Americas",1967,59.963,19764027,2678.729839
"Afghanistan","Asia",1967,34.02,11537966,836.1971382
"Uruguay","Americas",1967,68.468,2748579,5444.61962
"Hungary","Europe",1952,64.03,9504000,5263.673816
"Hong Kong, China","Asia",1962,67.65,3305200,4692.648272
"El Salvador","Americas",1967,55.855,3232927,4358.595393
"Austria","Europe",2002,78.98,8148312,32417.60769
"Central African Republic","Africa",1952,35.463,1291695,1071.310713
"Comoros","Africa",2007,65.152,710960,986.1478792
"Burundi","Africa",2007,49.58,8390505,430.0706916
"Zimbabwe","Africa",1987,62.351,9216418,706.1573059
"Slovak Republic","Europe",1952,64.36,3558137,5074.659104
"Gabon","Africa",1977,52.79,706367,21745.57328
"Madagascar","Africa",2002,57.286,16473477,894.6370822
"Iceland","Europe",2002,80.5,288030,31163.20196
"Indonesia","Asia",1967,45.964,109343000,762.4317721
"Puerto Rico","Americas",1972,72.16,2847132,9123.041742
"Benin","Africa",1957,40.358,1925173,959.6010805
"Reunion","Africa",1962,57.666,358900,3173.72334
"Bulgaria","Europe",1982,71.08,8892098,8224.191647
"Honduras","Americas",1987,64.492,4372203,3023.096699
"Tunisia","Africa",1972,55.602,5303507,2753.285994
"Libya","Africa",1957,45.289,1201578,3448.284395
"Mozambique","Africa",1957,33.779,7038035,495.5868333
"Bolivia","Americas",1962,43.428,3593918,2180.972546
"Guinea","Africa",1977,40.762,4227026,874.6858643
"Malawi","Africa",1952,36.256,2917802,369.1650802
"Costa Rica","Americas",1957,60.026,1112300,2990.010802
"Romania","Europe",1977,69.46,21658597,9356.39724
"Myanmar","Asia",1967,49.379,25870271,349
"Montenegro","Europe",1977,73.066,560073,9595.929905
"Lebanon","Asia",1967,63.87,2186894,6006.983042
"Denmark","Europe",1987,74.8,5127024,25116.17581
"Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598
"Puerto Rico","Americas",1962,69.62,2448046,5108.34463
"Gabon","Africa",2002,56.761,1299304,12521.71392
"Dominican Republic","Americas",1987,66.046,6655297,2899.842175
"Botswana","Africa",1967,53.298,553541,1214.709294
"Bosnia and Herzegovina","Europe",1987,71.14,4338977,4314.114757
"United Kingdom","Europe",2007,79.425,60776238,33203.26128
"Burundi","Africa",1952,39.031,2445618,339.2964587
"Germany","Europe",1967,70.8,76368453,14745.62561
"Liberia","Africa",1987,46.027,2269414,506.1138573
"Tunisia","Africa",1957,47.1,3950849,1395.232468
"El Salvador","Americas",1957,48.57,2355805,3421.523218
"Cote d'Ivoire","Africa",1982,53.983,9025951,2602.710169
"Uganda","Africa",1952,39.978,5824797,734.753484
"Chad","Africa",1977,47.383,4388260,1133.98495
"Vietnam","Asia",1972,50.254,44655014,699.5016441
"Yemen, Rep.","Asia",1952,32.548,4963829,781.7175761
"Guatemala","Americas",1957,44.142,3640876,2617.155967
"United States","Americas",1982,74.65,232187835,25009.55914
"Costa Rica","Americas",1977,70.75,2108457,5926.876967
"Canada","Americas",2007,80.653,33390141,36319.23501
"Romania","Europe",2002,71.322,22404337,7885.360081
"Montenegro","Europe",1992,75.435,621621,7003.339037
"New Zealand","Oceania",1957,70.26,2229407,12247.39532
"Jordan","Asia",1997,69.772,4526235,3645.379572
"Kenya","Africa",1982,58.766,17661452,1348.225791
"Austria","Europe",1982,73.18,7574613,21597.08362
"Botswana","Africa",1987,63.622,1151184,6205.88385
"Ethiopia","Africa",1977,44.51,34617799,556.8083834
"Puerto Rico","Americas",1967,71.1,2648961,6929.277714
"United States","Americas",1997,76.81,272911760,35767.43303
"Norway","Europe",2002,79.05,4535591,44683.97525
"Comoros","Africa",1972,48.944,250027,1937.577675
"Cuba","Americas",1967,68.29,8139332,5690.268015
"Norway","Europe",1957,73.44,3491938,11653.97304
"Italy","Europe",1982,74.98,56535636,16537.4835
"Bahrain","Asia",2007,75.635,708573,29796.04834
"Paraguay","Americas",1952,62.649,1555876,1952.308701
"Zimbabwe","Africa",1972,55.635,5861135,799.3621758
"Korea, Rep.","Asia",1957,52.681,22611552,1487.593537
"Croatia","Europe",1997,73.68,4444595,9875.604515
"Eritrea","Africa",1952,35.928,1438760,328.9405571
"Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538
"Bahrain","Asia",1967,59.923,202182,14804.6727
"Sierra Leone","Africa",1957,31.57,2295678,1004.484437
"Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827
"Cuba","Americas",1977,72.649,9537988,6380.494966
"Libya","Africa",1967,50.227,1759224,18772.75169
"France","Europe",1967,71.55,49569000,12999.91766
"Argentina","Americas",2007,75.32,40301927,12779.37964
"Saudi Arabia","Asia",1972,53.886,6472756,24837.42865
"Swaziland","Africa",1992,58.474,962344,3553.0224
"Jamaica","Americas",1972,69,1997616,7433.889293
"Burkina Faso","Africa",1972,43.591,5433886,854.7359763
"Djibouti","Africa",1982,48.812,305991,2879.468067
"Canada","Americas",1982,75.76,25201900,22898.79214
"Denmark","Europe",1997,76.11,5283663,29804.34567
"Angola","Africa",1957,31.999,4561361,3827.940465
"Belgium","Europe",1992,76.46,10045622,25575.57069
"Italy","Europe",2002,80.24,57926999,27968.09817
"Hong Kong, China","Asia",1957,64.75,2736300,3629.076457
"Bahrain","Asia",2002,74.795,656397,23403.55927
"Namibia","Africa",1952,41.725,485831,2423.780443
"Niger","Africa",1962,39.487,4076008,997.7661127
"West Bank and Gaza","Asia",1997,71.096,2826046,7110.667619
"New Zealand","Oceania",1972,71.89,2929100,16046.03728
"Philippines","Asia",2007,71.688,91077287,3190.481016
"United Kingdom","Europe",1957,70.42,51430000,11283.17795
"Cote d'Ivoire","Africa",1972,49.801,6071696,2378.201111
"Ghana","Africa",1987,55.729,14168101,847.0061135
"Portugal","Europe",1987,74.06,9915289,13039.30876
"Burkina Faso","Africa",2007,52.295,14326203,1217.032994
"Nigeria","Africa",1972,42.821,53740085,1698.388838
"Czech Republic","Europe",1957,69.03,9513758,8256.343918
"Tanzania","Africa",1962,44.246,10863958,722.0038073
"Iran","Asia",1972,55.234,30614000,9613.818607
"Burundi","Africa",1987,48.211,5126023,621.8188189
"Guinea","Africa",1957,34.558,2876726,576.2670245
"Greece","Europe",1962,69.51,8448233,6017.190733
"Zambia","Africa",1977,51.386,5216550,1588.688299
"Burundi","Africa",1967,43.548,3330989,412.9775136
"Thailand","Asia",1977,62.494,44148285,1961.224635
"Lebanon","Asia",1957,59.489,1647412,6089.786934
"Chile","Americas",1952,54.745,6377619,3939.978789
"Costa Rica","Americas",1962,62.842,1345187,3460.937025
"Turkey","Europe",2007,71.777,71158647,8458.276384
"Lesotho","Africa",1967,48.492,996380,498.6390265
"Guinea-Bissau","Africa",1967,35.492,601287,715.5806402
"Norway","Europe",1972,74.34,3933004,18965.05551
"Nicaragua","Americas",2007,72.899,5675356,2749.320965
"China","Asia",1962,44.50136,665770000,487.6740183
"Korea, Rep.","Asia",1997,74.647,46173816,15993.52796
"Spain","Europe",1977,74.39,36439000,13236.92117
"El Salvador","Americas",1962,52.307,2747687,3776.803627
"Cote d'Ivoire","Africa",1962,44.93,3832408,1728.869428
"El Salvador","Americas",1997,69.535,5783439,5154.825496
"Benin","Africa",1967,44.885,2427334,1035.831411
"Bolivia","Americas",1982,53.859,5642224,3156.510452
"Madagascar","Africa",2007,59.443,19167654,1044.770126
"Peru","Americas",1962,49.096,10516500,4957.037982
"Slovenia","Europe",1997,75.13,2011612,17161.10735
"Togo","Africa",1962,43.922,1528098,1067.53481
"Somalia","Africa",1982,42.955,5828892,1176.807031
"Nicaragua","Americas",1992,65.843,4017939,2170.151724
"Angola","Africa",1997,40.963,9875024,2277.140884
"Ireland","Europe",2002,77.783,3879155,34077.04939
"Cuba","Americas",1962,65.246,7254373,5180.75591
"United Kingdom","Europe",1952,69.18,50430000,9979.508487
"Benin","Africa",2002,54.406,7026113,1372.877931
"Equatorial Guinea","Africa",2002,49.348,495627,7703.4959
"Senegal","Africa",1987,55.769,7171347,1441.72072
"Norway","Europe",1997,78.32,4405672,41283.16433
"Denmark","Europe",1967,72.96,4838800,15937.21123
"Greece","Europe",1977,73.68,9308479,14195.52428
"Croatia","Europe",2007,75.748,4493312,14619.22272
"Taiwan","Asia",1967,67.5,13648692,2643.858681
"Peru","Americas",1982,61.406,18125129,6434.501797
"Vietnam","Asia",1997,70.672,76048996,1385.896769
"Guinea-Bissau","Africa",1952,32.5,580653,299.850319
"Oman","Asia",1987,67.734,1593882,18115.22313
"Ghana","Africa",1952,43.149,5581001,911.2989371
"Chad","Africa",1992,51.724,6429417,1058.0643
"Bahrain","Asia",1997,73.925,598561,20292.01679
"Iraq","Asia",1957,48.437,6248643,6229.333562
"Denmark","Europe",1962,72.35,4646899,13583.31351
"Iran","Asia",1952,44.869,17272000,3035.326002
"Senegal","Africa",2007,63.062,12267493,1712.472136
"Hungary","Europe",1967,69.5,10223422,9326.64467
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"Burundi","Africa",2002,47.36,7021078,446.4035126
"Sudan","Africa",1977,47.8,17104986,2202.988423
"Congo, Dem. Rep.","Africa",1987,47.412,35481645,672.774812
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784
"Jamaica","Americas",1977,70.11,2156814,6650.195573
"Cuba","Americas",1972,70.723,8831348,5305.445256
"Panama","Americas",1987,71.523,2253639,7034.779161
"Belgium","Europe",1997,77.53,10199787,27561.19663
"Morocco","Africa",2007,71.164,33757175,3820.17523
"France","Europe",1952,67.41,42459667,7029.809327
"Sudan","Africa",1997,55.373,32160729,1632.210764
"Afghanistan","Asia",2007,43.828,31889923,974.5803384
"India","Asia",1952,37.373,3.72e+08,546.5657493
"Singapore","Asia",2002,78.77,4197776,36023.1054
"Kuwait","Asia",1957,58.033,212846,113523.1329
"Honduras","Americas",1952,41.912,1517453,2194.926204
"Malawi","Africa",1957,37.207,3221238,416.3698064
"Australia","Oceania",1972,71.93,13177000,16788.62948
"India","Asia",1972,50.651,5.67e+08,724.032527
"Israel","Asia",1952,65.39,1620914,4086.522128
"Denmark","Europe",1977,74.69,5088419,20422.9015
"Gabon","Africa",1952,37.003,420702,4293.476475
"Tanzania","Africa",1972,47.62,14706593,915.9850592
"Croatia","Europe",1972,69.61,4225310,9164.090127
"Niger","Africa",1977,41.291,5682086,808.8970728
"Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655
"Morocco","Africa",2002,69.615,31167783,3258.495584
"Dominican Republic","Americas",1952,45.928,2491346,1397.717137
"Rwanda","Africa",1972,44.6,3992121,590.5806638
"Colombia","Americas",1962,57.863,17009885,2492.351109
"Romania","Europe",1982,69.66,22356726,9605.314053
"Switzerland","Europe",1962,71.32,5666000,20431.0927
"Jamaica","Americas",1997,72.262,2531311,7121.924704
"Egypt","Africa",2002,69.806,73312559,4754.604414
"Syria","Asia",1952,45.883,3661549,1643.485354
"Slovak Republic","Europe",1997,72.71,5383010,12126.23065
"Liberia","Africa",1957,39.486,975950,620.9699901
"Paraguay","Americas",1987,67.378,3886512,3998.875695
"Tunisia","Africa",1962,49.579,4286552,1660.30321
"Iraq","Asia",1972,56.95,10061506,9576.037596
"Cameroon","Africa",2007,50.43,17696293,2042.09524
"Indonesia","Asia",1982,56.159,153343000,1516.872988
"Libya","Africa",1962,47.808,1441863,6757.030816
"Mexico","Americas",1972,62.361,55984294,6809.40669
"Oman","Asia",1997,72.499,2283635,19702.05581
"Serbia","Europe",1967,66.914,7971222,7991.707066
"Mexico","Americas",1997,73.67,95895146,9767.29753
"Comoros","Africa",1977,50.939,304739,1172.603047
"Greece","Europe",1957,67.86,8096218,4916.299889
"Jamaica","Americas",2007,72.567,2780132,7320.880262
"Syria","Asia",2002,73.053,17155814,4090.925331
"China","Asia",1997,70.426,1230075000,2289.234136
"Uganda","Africa",1987,51.509,15283050,617.7244065
"Norway","Europe",1967,74.08,3786019,16361.87647
"Ireland","Europe",1972,71.28,3024400,9530.772896
"Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507
"West Bank and Gaza","Asia",2007,73.422,4018332,3025.349798
"Ghana","Africa",1977,51.756,10538093,993.2239571
"Nigeria","Africa",1962,39.36,41871351,1150.927478
"Cameroon","Africa",1982,52.961,9250831,2367.983282
"Malaysia","Asia",1987,69.5,16331785,5249.802653
"Nigeria","Africa",1982,45.826,73039376,1576.97375
"Poland","Europe",1997,72.75,38654957,10159.58368
"Jamaica","Americas",1967,67.51,1861096,6124.703451
"Kenya","Africa",1972,53.559,12044785,1222.359968
"Uruguay","Americas",1977,69.481,2873520,6504.339663
"South Africa","Africa",1967,51.927,20997321,7114.477971
"Kuwait","Asia",1962,60.47,358266,95458.11176
"Honduras","Americas",1977,57.402,3055235,3203.208066
"Namibia","Africa",1987,60.835,1278184,3693.731337
"Mongolia","Asia",1952,42.244,800663,786.5668575
"Brazil","Americas",2002,71.006,179914212,8131.212843
"Angola","Africa",2007,42.731,12420476,4797.231267
"Myanmar","Asia",1982,58.056,34680442,424
"New Zealand","Oceania",1992,76.33,3437674,18363.32494
"China","Asia",2002,72.028,1280400000,3119.280896
"Eritrea","Africa",1977,44.535,2512642,505.7538077
"Czech Republic","Europe",1992,72.4,10315702,14297.02122
"Nicaragua","Americas",1982,59.298,2979423,3470.338156
"Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548
"Lesotho","Africa",1987,57.18,1599200,773.9932141
"Portugal","Europe",1967,66.6,9103000,6361.517993
"Montenegro","Europe",1952,59.164,413834,2647.585601
"Zambia","Africa",1967,47.768,3900000,1777.077318
"Indonesia","Asia",1977,52.702,136725000,1382.702056
"El Salvador","Americas",1952,45.262,2042865,3048.3029
"Venezuela","Americas",2002,72.766,24287670,8605.047831
"Somalia","Africa",1972,40.973,3840161,1254.576127
"Indonesia","Asia",1992,62.681,184816000,2383.140898
"Hong Kong, China","Asia",1972,72,4115700,8315.928145
"Lebanon","Asia",2002,71.028,3677780,9313.93883
"Cambodia","Asia",1967,45.415,6960067,523.4323142
"Japan","Asia",1957,65.5,91563009,4317.694365
"Taiwan","Asia",1977,70.59,16785196,5596.519826
"Switzerland","Europe",1977,75.39,6316424,26982.29052
"Mozambique","Africa",1992,44.284,13160731,410.8968239
"Bangladesh","Asia",1982,50.009,93074406,676.9818656
"Bosnia and Herzegovina","Europe",1982,70.69,4172693,4126.613157
"Libya","Africa",2007,73.952,6036914,12057.49928
"Serbia","Europe",1972,68.7,8313288,10522.06749
"Nigeria","Africa",1977,44.514,62209173,1981.951806
"Mexico","Americas",1957,55.19,35015548,4131.546641
"Iran","Asia",1962,49.325,22874000,4187.329802
"Australia","Oceania",1987,76.32,16257249,21888.88903
"Afghanistan","Asia",1962,31.997,10267083,853.10071
"Ghana","Africa",1982,53.744,11400338,876.032569
"Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023
"Thailand","Asia",1987,66.084,52910342,2982.653773
"Venezuela","Americas",1982,68.557,15620766,11152.41011
"Peru","Americas",1957,46.263,9146100,4245.256698
"Netherlands","Europe",1967,73.82,12596822,15363.25136
"Burkina Faso","Africa",1992,50.26,8878303,931.7527731
"Tunisia","Africa",1977,59.837,6005061,3120.876811
"Bulgaria","Europe",2002,72.14,7661799,7696.777725
"Spain","Europe",2002,79.78,40152517,24835.47166
"Iraq","Asia",1962,51.457,7240260,8341.737815
"Libya","Africa",1977,57.442,2721783,21951.21176
"Colombia","Americas",1957,55.118,14485993,2323.805581
"Albania","Europe",1997,72.95,3428038,3193.054604
"Uganda","Africa",1982,49.849,12939400,682.2662268
"Djibouti","Africa",1997,53.157,417908,1895.016984
"Nigeria","Africa",1997,47.464,106207839,1624.941275
"Paraguay","Americas",1967,64.951,2287985,2299.376311
"Iraq","Asia",1952,45.32,5441766,4129.766056
"Jordan","Asia",1972,56.528,1613551,2110.856309
"Venezuela","Americas",1972,65.712,11515649,10505.25966
"Chad","Africa",1987,51.051,5498955,952.386129
"Chile","Americas",2007,78.553,16284741,13171.63885
"Austria","Europe",1987,74.94,7578903,23687.82607
"China","Asia",1967,58.38112,754550000,612.7056934
"Central African Republic","Africa",1972,43.457,1927260,1070.013275
"Taiwan","Asia",1957,62.4,10164215,1507.86129
"Singapore","Asia",1967,67.946,1977600,4977.41854
"Lebanon","Asia",1972,65.421,2680018,7486.384341
"Portugal","Europe",1977,70.41,9662600,10172.48572
"Bulgaria","Europe",1967,70.42,8310226,5577.0028
"Mauritius","Africa",2007,72.801,1250882,10956.99112
"Spain","Europe",1982,76.3,37983310,13926.16997
"United States","Americas",2007,78.242,301139947,42951.65309
"Netherlands","Europe",1962,73.23,11805689,12790.84956
"Algeria","Africa",1987,65.799,23254956,5681.358539
"Uganda","Africa",1967,48.051,8900294,908.9185217
"Serbia","Europe",1997,72.232,10336594,7914.320304
"Slovak Republic","Europe",2007,74.663,5447502,18678.31435
"Iceland","Europe",1972,74.46,209275,15798.06362
"Cameroon","Africa",1987,54.985,10780667,2602.664206
"Egypt","Africa",1977,53.319,38783863,2785.493582
"Slovenia","Europe",1977,70.97,1746919,15277.03017
"Guinea-Bissau","Africa",1977,37.465,745228,764.7259628
"Syria","Asia",1967,53.655,5680812,1881.923632
"Morocco","Africa",1962,47.924,13056604,1566.353493
"Puerto Rico","Americas",1987,74.63,3444468,12281.34191
"Guinea","Africa",1987,45.552,5650262,805.5724718
"Ghana","Africa",2007,60.022,22873338,1327.60891
"Germany","Europe",2002,78.67,82350671,30035.80198
"Germany","Europe",1962,70.3,73739117,12902.46291
"Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701
"Portugal","Europe",2007,78.098,10642836,20509.64777
"Mauritius","Africa",1967,61.557,789309,2475.387562
"Iraq","Asia",2002,57.046,24001816,4390.717312
"El Salvador","Americas",1972,58.207,3790903,4520.246008
"Uganda","Africa",1992,48.825,18252190,644.1707969
"Iran","Asia",1992,65.742,60397973,7235.653188
"Norway","Europe",1987,75.89,4186147,31540.9748
"Ireland","Europe",1997,76.122,3667233,24521.94713
"Korea, Rep.","Asia",1952,47.453,20947571,1030.592226
"Zimbabwe","Africa",2007,43.487,12311143,469.7092981
"Lesotho","Africa",1952,42.138,748747,298.8462121
"Reunion","Africa",1982,69.885,517810,5267.219353
"Ireland","Europe",1962,70.29,2830000,6631.597314
"Tunisia","Africa",1997,71.973,9231669,4876.798614
"Albania","Europe",1977,68.93,2509048,3533.00391
"Iceland","Europe",1977,76.11,221823,19654.96247
"Thailand","Asia",1992,67.298,56667095,4616.896545
"Oman","Asia",2007,75.64,3204897,22316.19287
"Bolivia","Americas",1977,50.023,5079716,3548.097832
"Cambodia","Asia",2007,59.723,14131858,1713.778686
"Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706
"Kenya","Africa",1967,50.654,10191512,1056.736457
"Mongolia","Asia",2002,65.033,2674234,2140.739323
"Uruguay","Americas",2007,76.384,3447496,10611.46299
"Reunion","Africa",2002,75.744,743981,6316.1652
"Austria","Europe",1972,70.63,7544201,16661.6256
"Jordan","Asia",2002,71.263,5307470,3844.917194
"Italy","Europe",1962,69.24,50843200,8243.58234
"South Africa","Africa",1992,61.888,39964159,7225.069258
"Pakistan","Asia",1977,54.043,78152686,1175.921193
"Turkey","Europe",1967,54.336,33411317,2826.356387
"Venezuela","Americas",1997,72.146,22374398,10165.49518
"Taiwan","Asia",1987,73.4,19757799,11054.56175
"Yemen, Rep.","Asia",2007,62.698,22211743,2280.769906
"Zimbabwe","Africa",1957,50.469,3646340,518.7642681
"China","Asia",1972,63.11888,862030000,676.9000921
"Nepal","Asia",1992,55.727,20326209,897.7403604
"Cote d'Ivoire","Africa",1992,52.044,12772596,1648.073791
"Tunisia","Africa",2002,73.042,9770575,5722.895655
"Liberia","Africa",1952,38.48,863308,575.5729961
"Colombia","Americas",1997,70.313,37657830,6117.361746
"Dominican Republic","Americas",2007,72.235,9319622,6025.374752
"Slovak Republic","Europe",1992,71.38,5302888,9498.467723
"Cambodia","Asia",1977,31.22,6978607,524.9721832
"Tunisia","Africa",1967,52.053,4786986,1932.360167
"Botswana","Africa",1962,51.52,512764,983.6539764
"Zambia","Africa",1987,50.821,7272406,1213.315116
"Sierra Leone","Africa",1952,30.331,2143249,879.7877358
"South Africa","Africa",1972,53.696,23935810,7765.962636
"Czech Republic","Europe",1987,71.58,10311597,16310.4434
"Mauritius","Africa",1992,69.745,1096202,6058.253846
"Haiti","Americas",2002,58.137,7607651,1270.364932
"Canada","Americas",1987,76.86,26549700,26626.51503
"Slovak Republic","Europe",2002,73.8,5410052,13638.77837
"Argentina","Americas",1997,73.275,36203463,10967.28195
