"country","continent","year","lifeExp","pop","gdpPercap"
"Tanzania","Africa",1977,49.919,17129565,962.4922932
"Tanzania","Africa",1982,50.608,19844382,874.2426069
"Tanzania","Africa",1987,51.535,23040630,831.8220794
"Thailand","Asia",1972,60.405,39276153,1524.358936
"Thailand","Asia",1977,62.494,44148285,1961.224635
"Thailand","Asia",1982,64.597,48827160,2393.219781
"Thailand","Asia",1987,66.084,52910342,2982.653773
"Togo","Africa",1972,49.759,2056351,1649.660188
"Togo","Africa",1977,52.887,2308582,1532.776998
"Togo","Africa",1982,55.471,2644765,1344.577953
"Togo","Africa",1987,56.941,3154264,1202.201361
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419
"Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209
"Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607
"Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823
"Tunisia","Africa",1972,55.602,5303507,2753.285994
"Tunisia","Africa",1977,59.837,6005061,3120.876811
"Tunisia","Africa",1982,64.048,6734098,3560.233174
"Tunisia","Africa",1987,66.894,7724976,3810.419296
"Turkey","Europe",1972,57.005,37492953,3450.69638
"Turkey","Europe",1977,59.507,42404033,4269.122326
"Turkey","Europe",1982,61.036,47328791,4241.356344
"Turkey","Europe",1987,63.108,52881328,5089.043686
"Uganda","Africa",1972,51.016,10190285,950.735869
"Uganda","Africa",1977,50.35,11457758,843.7331372
"Uganda","Africa",1982,49.849,12939400,682.2662268
"Uganda","Africa",1987,51.509,15283050,617.7244065
"United Kingdom","Europe",1972,72.01,56079000,15895.11641
"United Kingdom","Europe",1977,72.76,56179000,17428.74846
"United Kingdom","Europe",1982,74.04,56339704,18232.42452
"United Kingdom","Europe",1987,75.007,56981620,21664.78767
"United States","Americas",1972,71.34,209896000,21806.03594
"United States","Americas",1977,73.38,220239000,24072.63213
"United States","Americas",1982,74.65,232187835,25009.55914
"United States","Americas",1987,75.02,242803533,29884.35041
"Uruguay","Americas",1972,68.673,2829526,5703.408898
"Uruguay","Americas",1977,69.481,2873520,6504.339663
"Uruguay","Americas",1982,70.805,2953997,6920.223051
"Uruguay","Americas",1987,71.918,3045153,7452.398969
"Venezuela","Americas",1972,65.712,11515649,10505.25966
"Venezuela","Americas",1977,67.456,13503563,13143.95095
"Venezuela","Americas",1982,68.557,15620766,11152.41011
"Venezuela","Americas",1987,70.19,17910182,9883.584648
"Vietnam","Asia",1972,50.254,44655014,699.5016441
"Vietnam","Asia",1977,55.764,50533506,713.5371196
"Vietnam","Asia",1982,58.816,56142181,707.2357863
"Vietnam","Asia",1987,62.82,62826491,820.7994449
"West Bank and Gaza","Asia",1972,56.532,1089572,3133.409277
"West Bank and Gaza","Asia",1977,60.765,1261091,3682.831494
"West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082
"West Bank and Gaza","Asia",1987,67.046,1691210,5107.197384
"Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031
"Yemen, Rep.","Asia",1977,44.175,8403990,1829.765177
"Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701
"Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538
"Zambia","Africa",1972,50.107,4506497,1773.498265
"Zambia","Africa",1977,51.386,5216550,1588.688299
"Zambia","Africa",1982,51.821,6100407,1408.678565
"Zambia","Africa",1987,50.821,7272406,1213.315116
"Zimbabwe","Africa",1972,55.635,5861135,799.3621758
"Zimbabwe","Africa",1977,57.674,6642107,685.5876821
"Zimbabwe","Africa",1982,60.363,7636524,788.8550411
"Zimbabwe","Africa",1987,62.351,9216418,706.1573059
